subject,checker_type,destination,tested_at
lib.coin-hive.com,AVAILABILITY,domains.list,50:19.5
mining.coin-hive.com,AVAILABILITY,domains.list,50:20.0
node.coin-hive.com,AVAILABILITY,domains.list,50:20.5
ws001.coin-hive.com,AVAILABILITY,domains.list,50:21.0
ws002.coin-hive.com,AVAILABILITY,domains.list,50:21.5
ws003.coin-hive.com,AVAILABILITY,domains.list,50:21.9
ws004.coin-hive.com,AVAILABILITY,domains.list,50:22.4
ws005.coin-hive.com,AVAILABILITY,domains.list,50:22.9
ws006.coin-hive.com,AVAILABILITY,domains.list,50:23.4
ws007.coin-hive.com,AVAILABILITY,domains.list,50:23.9
ws008.coin-hive.com,AVAILABILITY,domains.list,50:24.4
ws009.coin-hive.com,AVAILABILITY,domains.list,50:24.9
ws010.coin-hive.com,AVAILABILITY,domains.list,50:25.4
ws011.coin-hive.com,AVAILABILITY,domains.list,50:25.8
ws012.coin-hive.com,AVAILABILITY,domains.list,50:26.3
ws013.coin-hive.com,AVAILABILITY,domains.list,50:26.8
ws014.coin-hive.com,AVAILABILITY,domains.list,50:27.2
ws015.coin-hive.com,AVAILABILITY,domains.list,50:27.7
ws016.coin-hive.com,AVAILABILITY,domains.list,50:28.2
ws017.coin-hive.com,AVAILABILITY,domains.list,50:28.6
ws018.coin-hive.com,AVAILABILITY,domains.list,50:29.1
ws019.coin-hive.com,AVAILABILITY,domains.list,50:29.6
ws020.coin-hive.com,AVAILABILITY,domains.list,50:30.1
ws021.coin-hive.com,AVAILABILITY,domains.list,50:30.6
ws022.coin-hive.com,AVAILABILITY,domains.list,50:31.1
ws023.coin-hive.com,AVAILABILITY,domains.list,50:31.6
ws024.coin-hive.com,AVAILABILITY,domains.list,50:32.0
ws025.coin-hive.com,AVAILABILITY,domains.list,50:32.5
ws026.coin-hive.com,AVAILABILITY,domains.list,50:32.9
ws027.coin-hive.com,AVAILABILITY,domains.list,50:33.4
ws028.coin-hive.com,AVAILABILITY,domains.list,50:33.9
ws029.coin-hive.com,AVAILABILITY,domains.list,50:34.4
ws030.coin-hive.com,AVAILABILITY,domains.list,50:34.8
ws031.coin-hive.com,AVAILABILITY,domains.list,50:35.3
ws032.coin-hive.com,AVAILABILITY,domains.list,50:35.8
www.api.coin-hive.com,AVAILABILITY,domains.list,50:36.3
www.encoding.ovh,AVAILABILITY,domains.list,50:37.2
www.lib.coin-hive.com,AVAILABILITY,domains.list,50:37.7
www.1q2w3.website,AVAILABILITY,domains.list,50:38.3
cdn.static-cnt.bid,AVAILABILITY,domains.list,50:38.8
ws1.static-cnt.bid,AVAILABILITY,domains.list,50:39.3
www.pearno.com,AVAILABILITY,domains.list,50:41.1
gtg02.bestsecurepractice.com,AVAILABILITY,domains.list,50:41.7
www.bestsecurepractice.com,AVAILABILITY,domains.list,50:42.4
www.kalipasindra.online,AVAILABILITY,domains.list,50:43.1
aster18cdn.nl,AVAILABILITY,domains.list,50:43.7
login.browsermine.com,AVAILABILITY,domains.list,50:44.3
manager.browsermine.com,AVAILABILITY,domains.list,50:44.9
mx.browsermine.com,AVAILABILITY,domains.list,50:45.5
play.s01.vidtodo.pro,AVAILABILITY,domains.list,50:46.1
s01.vidtodo.pro,AVAILABILITY,domains.list,50:46.8
static.browsermine.com,AVAILABILITY,domains.list,50:47.4
status.minexmr.com,AVAILABILITY,domains.list,50:48.0
ws.browsermine.com,AVAILABILITY,domains.list,50:48.5
www.berateveng.ru,AVAILABILITY,domains.list,50:49.3
www.dzizsih.ru,AVAILABILITY,domains.list,50:50.2
www.etzbnfuigipwvs.ru,AVAILABILITY,domains.list,50:51.2
www.fatisin.ru,AVAILABILITY,domains.list,50:52.0
www.hjnbvg.ru,AVAILABILITY,domains.list,50:53.0
www.irrrymucwxjl.ru,AVAILABILITY,domains.list,50:53.9
www.lmodr.biz,AVAILABILITY,domains.list,50:54.5
www.nddmcconmqsy.ru,AVAILABILITY,domains.list,50:55.4
www.ningtoldrop.ru,AVAILABILITY,domains.list,50:56.4
www.norespar.ru,AVAILABILITY,domains.list,50:57.3
www.refunevent.com,AVAILABILITY,domains.list,50:58.0
www.rowherthat.ru,AVAILABILITY,domains.list,50:58.9
www.terethat.ru,AVAILABILITY,domains.list,50:59.8
www.tgtvbngp.ru,AVAILABILITY,domains.list,51:00.6
www.thathislitt.ru,AVAILABILITY,domains.list,51:01.5
www.wildianing.ru,AVAILABILITY,domains.list,51:02.4
www.wqgkainysj.ru,AVAILABILITY,domains.list,51:03.9
www.wronpeci.com,AVAILABILITY,domains.list,51:04.6
www.mining.coin-hive.com,AVAILABILITY,domains.list,59:01.8
www.node.coin-hive.com,AVAILABILITY,domains.list,59:02.3
ws023.coinhive.com,AVAILABILITY,domains.list,59:02.9
ws024.coinhive.com,AVAILABILITY,domains.list,59:03.5
ws025.coinhive.com,AVAILABILITY,domains.list,59:04.1
ws026.coinhive.com,AVAILABILITY,domains.list,59:04.6
ws027.coinhive.com,AVAILABILITY,domains.list,59:05.2
ws028.coinhive.com,AVAILABILITY,domains.list,59:05.7
ws029.coinhive.com,AVAILABILITY,domains.list,59:06.4
ws030.coinhive.com,AVAILABILITY,domains.list,59:07.3
ws031.coinhive.com,AVAILABILITY,domains.list,59:08.0
ws032.coinhive.com,AVAILABILITY,domains.list,59:08.6
adfreetv.ch,AVAILABILITY,domains.list,59:09.2
play2.flashx.pw,AVAILABILITY,domains.list,59:10.7
play1.flashx.pw,AVAILABILITY,domains.list,59:11.2
play5.flashx.pw,AVAILABILITY,domains.list,59:12.2
play4.flashx.pw,AVAILABILITY,domains.list,59:12.8
www.altavista.ovh,AVAILABILITY,domains.list,59:13.7
www.deepc.cc,AVAILABILITY,domains.list,59:14.9
1beb2a44.space,AVAILABILITY,domains.list,59:15.5
1q2w3.me,AVAILABILITY,domains.list,59:16.2
2ledhenone.com,AVAILABILITY,domains.list,59:16.8
5vz3cfs0yd.me,AVAILABILITY,domains.list,59:18.0
1q2w3.top,AVAILABILITY,domains.list,59:18.8
3c0cb3b4.space,AVAILABILITY,domains.list,59:19.3
6tsbe1zs.me,AVAILABILITY,domains.list,59:19.9
6ow9rhxtolls.gq,AVAILABILITY,domains.list,59:20.7
300ca0d0.space,AVAILABILITY,domains.list,59:21.5
8jd2lfsq.me,AVAILABILITY,domains.list,59:22.3
310ca263.space,AVAILABILITY,domains.list,59:22.8
64uq73u7ug.webcam,AVAILABILITY,domains.list,59:23.3
320ca3f6.space,AVAILABILITY,domains.list,59:23.8
330ca589.space,AVAILABILITY,domains.list,59:24.4
340ca71c.space,AVAILABILITY,domains.list,59:24.9
370cabd5.space,AVAILABILITY,domains.list,59:25.4
360caa42.space,AVAILABILITY,domains.list,59:26.0
ablen01.tk,AVAILABILITY,domains.list,59:26.7
ablen02.tk,AVAILABILITY,domains.list,59:27.2
ablen05.tk,AVAILABILITY,domains.list,59:27.9
ablen03.tk,AVAILABILITY,domains.list,59:28.6
ablen04.tk,AVAILABILITY,domains.list,59:29.4
ablen06.tk,AVAILABILITY,domains.list,59:30.0
ablen07.tk,AVAILABILITY,domains.list,59:30.8
ablen08.tk,AVAILABILITY,domains.list,59:31.7
ablen09.tk,AVAILABILITY,domains.list,59:32.3
ablen10.tk,AVAILABILITY,domains.list,59:33.8
ablen11.tk,AVAILABILITY,domains.list,59:34.7
ablen12.tk,AVAILABILITY,domains.list,59:36.3
ad.g-content.bi,AVAILABILITY,domains.list,59:36.8
ad.jsecoin.com,AVAILABILITY,domains.list,59:38.0
adplusplus.fr,AVAILABILITY,domains.list,59:38.7
aeros03.tk,AVAILABILITY,domains.list,59:41.4
aeros04.tk,AVAILABILITY,domains.list,59:42.2
aeros05.tk,AVAILABILITY,domains.list,59:43.0
aeros06.tk,AVAILABILITY,domains.list,59:43.9
aeros07.tk,AVAILABILITY,domains.list,59:44.7
aeros08.tk,AVAILABILITY,domains.list,59:45.7
aeros09.tk,AVAILABILITY,domains.list,59:48.9
aeros10.tk,AVAILABILITY,domains.list,59:50.2
afdjljiyagf.ru,AVAILABILITY,domains.list,59:51.0
afflow.18-plus.net,AVAILABILITY,domains.list,59:51.5
ahoypirate.in,AVAILABILITY,domains.list,59:52.1
airproxytpb.re,AVAILABILITY,domains.list,59:52.6
ait7ee.win,AVAILABILITY,domains.list,59:53.2
alflying.bi,AVAILABILITY,domains.list,59:54.3
alflying.bid,AVAILABILITY,domains.list,59:54.9
airproxybay.ar,AVAILABILITY,domains.list,59:55.4
alflying.date,AVAILABILITY,domains.list,59:55.9
alpha.nimiqpool.com,AVAILABILITY,domains.list,59:57.6
amhixwqagiz.ru,AVAILABILITY,domains.list,59:58.4
analytics.bl,AVAILABILITY,domains.list,59:58.9
anybest.host,AVAILABILITY,domains.list,59:59.5
anybest.si,AVAILABILITY,domains.list,00:00.1
anybest.pw,AVAILABILITY,domains.list,00:00.7
api.1beb2a44.space,AVAILABILITY,domains.list,00:01.3
anybest.space,AVAILABILITY,domains.list,00:01.9
api.3c0cb3b4.space,AVAILABILITY,domains.list,00:02.6
api.300ca0d0.space,AVAILABILITY,domains.list,00:03.2
api.310ca263.space,AVAILABILITY,domains.list,00:03.9
api.330ca589.space,AVAILABILITY,domains.list,00:04.6
api.320ca3f6.space,AVAILABILITY,domains.list,00:05.1
api.340ca71c.space,AVAILABILITY,domains.list,00:05.8
api.370cabd5.space,AVAILABILITY,domains.list,00:06.3
api.360caa42.space,AVAILABILITY,domains.list,00:06.9
api.aalbbh84.info,AVAILABILITY,domains.list,00:07.5
api.bhzejltg.info,AVAILABILITY,domains.list,00:08.2
api.coinhive.com,AVAILABILITY,domains.list,00:08.7
api.ethereum.hashvault.pro,AVAILABILITY,domains.list,00:10.0
api.jsecoin.com,AVAILABILITY,domains.list,00:10.6
api.aeon.hashvault.pro,AVAILABILITY,domains.list,00:11.4
api.l33tsite.info,AVAILABILITY,domains.list,00:12.1
api.monero.hashvault.pro,AVAILABILITY,domains.list,00:13.0
api.netflare.info,AVAILABILITY,domains.list,00:13.6
api.intense.hashvault.pro,AVAILABILITY,domains.list,00:14.2
api.pzoifaum.info,AVAILABILITY,domains.list,00:14.8
api.sumo.hashvault.pro,AVAILABILITY,domains.list,00:15.4
appelamule.com,AVAILABILITY,domains.list,00:16.0
api.sumokoin.hashvault.pro,AVAILABILITY,domains.list,00:16.8
aqqgli3vle.bid,AVAILABILITY,domains.list,00:17.3
as.cf,AVAILABILITY,domains.list,00:18.1
as1.cfcnet.gdn,AVAILABILITY,domains.list,00:23.8
as.cfcnet.to,AVAILABILITY,domains.list,00:24.8
as.cfcnet.top,AVAILABILITY,domains.list,00:25.6
aservices.pa,AVAILABILITY,domains.list,00:26.6
assetscdn.stream,AVAILABILITY,domains.list,00:27.1
asvoxod.ru,AVAILABILITY,domains.list,00:27.9
aster18prx.nl,AVAILABILITY,domains.list,00:28.5
atlanta01.monero.hashvault.pro,AVAILABILITY,domains.list,00:29.1
augvtjtnsfnxg.ru,AVAILABILITY,domains.list,00:29.9
auiehechoulh.ru,AVAILABILITY,domains.list,00:30.9
awu.01.psychomining.de,AVAILABILITY,domains.list,00:31.5
avualrhg9p.bid,AVAILABILITY,domains.list,00:32.1
avualrhg9p0.bid,AVAILABILITY,domains.list,00:32.6
aymcsx.ru,AVAILABILITY,domains.list,00:33.5
bayception.org,AVAILABILITY,domains.list,00:34.2
bauersagtnein.myeffect.net,AVAILABILITY,domains.list,00:35.0
baywttgdhe.download,AVAILABILITY,domains.list,00:35.6
best-cdn.pl,AVAILABILITY,domains.list,00:36.1
baywttgdhe.do,AVAILABILITY,domains.list,00:37.1
bewhoyouare.gq,AVAILABILITY,domains.list,00:37.9
beta.coinrail.io,AVAILABILITY,domains.list,00:38.8
beta.nimiqpool.com,AVAILABILITY,domains.list,00:39.7
bjorksta.me,AVAILABILITY,domains.list,00:40.8
bhzejltg.info,AVAILABILITY,domains.list,00:43.1
blockchain.jsecoin.com,AVAILABILITY,domains.list,00:43.8
blockchained.party,AVAILABILITY,domains.list,00:44.6
blockchained.pa,AVAILABILITY,domains.list,00:46.3
bjorksta.men,AVAILABILITY,domains.list,00:47.0
blueproxy.bl,AVAILABILITY,domains.list,00:47.6
bmnadutub.ru,AVAILABILITY,domains.list,00:48.5
bowithow.com,AVAILABILITY,domains.list,00:49.2
btcprofit.onlinetradingplatform.pro,AVAILABILITY,domains.list,00:50.0
bsyauqwerd.party,AVAILABILITY,domains.list,00:50.7
bsyauqwerd.pa,AVAILABILITY,domains.list,00:51.6
bulls.nimiqpool.com,AVAILABILITY,domains.list,00:54.1
c0i8h8ac7e.bid,AVAILABILITY,domains.list,00:54.6
carrel.services,AVAILABILITY,domains.list,00:55.3
carry.myeffect.net,AVAILABILITY,domains.list,00:56.1
cc.gofile.io,AVAILABILITY,domains.list,00:57.3
ccvwtdtwyu.tr,AVAILABILITY,domains.list,00:58.2
cdjchpojgifwc.ru,AVAILABILITY,domains.list,00:59.1
ccvwtdtwyu.trade,AVAILABILITY,domains.list,00:59.6
cdn.cookiescript.info,AVAILABILITY,domains.list,01:00.2
cdn.ajcryptominer.com,AVAILABILITY,domains.list,01:00.8
cdn.jquery-uim.do,AVAILABILITY,domains.list,01:01.3
cdn.static-cnt.bi,AVAILABILITY,domains.list,01:01.8
cdn.streambeam.io,AVAILABILITY,domains.list,01:02.4
cdn-analytics.pl,AVAILABILITY,domains.list,01:02.9
cdncounter.top,AVAILABILITY,domains.list,01:03.7
cfcdist.gd,AVAILABILITY,domains.list,01:04.3
ch.browsermine.com,AVAILABILITY,domains.list,01:04.9
cfcnet.gdn,AVAILABILITY,domains.list,01:05.6
cfcnet.top,AVAILABILITY,domains.list,01:06.5
chws.browsermine.com,AVAILABILITY,domains.list,01:07.2
chainblock.sc,AVAILABILITY,domains.list,01:08.1
chicago01.electroneum.hashvault.pro,AVAILABILITY,domains.list,01:08.7
clickandbuy.win,AVAILABILITY,domains.list,01:09.2
clickandbuy.review,AVAILABILITY,domains.list,01:09.7
clickwith.bi,AVAILABILITY,domains.list,01:10.7
clickwith.bid,AVAILABILITY,domains.list,01:11.3
clickwith.date,AVAILABILITY,domains.list,01:11.8
cliggi.download,AVAILABILITY,domains.list,01:12.3
cloudmedia.gdn,AVAILABILITY,domains.list,01:13.2
cloudcdn.gd,AVAILABILITY,domains.list,01:13.9
cn.nimiq.com,AVAILABILITY,domains.list,01:14.5
cm1.xmrminingproxy.com,AVAILABILITY,domains.list,01:15.1
cndhit.xyz,AVAILABILITY,domains.list,01:15.6
coiner.site,AVAILABILITY,domains.list,01:16.2
coinhive-manager.com,AVAILABILITY,domains.list,01:16.7
coinhive-proxy.party,AVAILABILITY,domains.list,01:17.2
coin-services.info,AVAILABILITY,domains.list,01:17.7
colnhive.com,AVAILABILITY,domains.list,01:18.3
coihive.com,AVAILABILITY,domains.list,01:18.8
cpanel.nimiq.com,AVAILABILITY,domains.list,01:19.4
cpanel.monerominer.rocks,AVAILABILITY,domains.list,01:20.2
cqfnvznw.info,AVAILABILITY,domains.list,01:20.9
creadordedinero.com,AVAILABILITY,domains.list,01:21.4
cryptocoinabout.com,AVAILABILITY,domains.list,01:22.0
cvp1.asvoxod.ru,AVAILABILITY,domains.list,01:22.7
ctlrnwbv.ru,AVAILABILITY,domains.list,01:23.6
cvp2.asvoxod.ru,AVAILABILITY,domains.list,01:24.4
cvp3.asvoxod.ru,AVAILABILITY,domains.list,01:25.1
cvp4.asvoxod.ru,AVAILABILITY,domains.list,01:25.8
cvp5.asvoxod.ru,AVAILABILITY,domains.list,01:27.0
cvp6.asvoxod.ru,AVAILABILITY,domains.list,01:27.9
cvp7.asvoxod.ru,AVAILABILITY,domains.list,01:28.6
cvp8.asvoxod.ru,AVAILABILITY,domains.list,01:29.4
d8acddffe978b5dfcae6.date,AVAILABILITY,domains.list,01:29.9
d.cfcdist.gdn,AVAILABILITY,domains.list,01:42.4
d.cfcnet.top,AVAILABILITY,domains.list,01:43.2
d.cfcnet.to,AVAILABILITY,domains.list,01:43.9
d.cpufan.cl,AVAILABILITY,domains.list,01:48.0
d.cfcnet.gdn,AVAILABILITY,domains.list,01:48.5
darking04.tk,AVAILABILITY,domains.list,01:49.0
darking06.tk,AVAILABILITY,domains.list,01:49.7
darking05.tk,AVAILABILITY,domains.list,01:50.3
darking07.tk,AVAILABILITY,domains.list,01:50.8
darking08.tk,AVAILABILITY,domains.list,01:51.4
darking09.tk,AVAILABILITY,domains.list,01:52.2
de1.eu.nimiqpool.com,AVAILABILITY,domains.list,01:53.8
dataservices.download,AVAILABILITY,domains.list,01:54.4
dexim.space,AVAILABILITY,domains.list,01:54.9
didnkinrab.com,AVAILABILITY,domains.list,01:55.8
dev.fortrader.ru,AVAILABILITY,domains.list,01:57.5
djfhwosjck.bid,AVAILABILITY,domains.list,01:58.9
djfhwosjck.bi,AVAILABILITY,domains.list,02:00.2
dle-news.pw,AVAILABILITY,domains.list,02:00.6
d-ns.ga,AVAILABILITY,domains.list,02:01.1
do69ifsly4.me,AVAILABILITY,domains.list,02:02.0
drive.nimiq.com,AVAILABILITY,domains.list,02:02.6
drupalupdates.tk,AVAILABILITY,domains.list,02:03.5
dubester.pw,AVAILABILITY,domains.list,02:04.1
dubester.site,AVAILABILITY,domains.list,02:04.8
dubester.si,AVAILABILITY,domains.list,02:08.4
dubester.space,AVAILABILITY,domains.list,02:09.0
dxmhkisurxxxhm.ru,AVAILABILITY,domains.list,02:09.7
eflbruwqt.ru,AVAILABILITY,domains.list,02:10.7
enjoyableoffers.club,AVAILABILITY,domains.list,02:12.1
escobar.pr0gramm.com,AVAILABILITY,domains.list,02:13.2
ermaseuc.ru,AVAILABILITY,domains.list,02:14.1
estream.nu,AVAILABILITY,domains.list,02:14.7
ethmedialab.info,AVAILABILITY,domains.list,02:15.3
etlrsq.ru,AVAILABILITY,domains.list,02:16.0
etn.spacepools.org,AVAILABILITY,domains.list,02:16.8
eu1.cfcnet.gdn,AVAILABILITY,domains.list,02:17.3
eu2.cfcnet.gdn,AVAILABILITY,domains.list,02:18.2
pool.cryptoblocks.site,AVAILABILITY,domains.list,02:18.7
webmine.cryptoblocks.site,AVAILABILITY,domains.list,02:19.3
www.hostingcloud.faith,AVAILABILITY,domains.list,02:19.8
www.de-mi-nis-ner2.info,AVAILABILITY,domains.list,02:20.3
www.goxmrminer.com,AVAILABILITY,domains.list,02:20.9
api.gxbrowser.net,AVAILABILITY,domains.list,02:21.5
miner-deu-1.inf.nimiq.network,AVAILABILITY,domains.list,02:22.0
miner-deu-2.inf.nimiq.network,AVAILABILITY,domains.list,02:22.5
miner-deu-3.inf.nimiq.network,AVAILABILITY,domains.list,02:23.0
miner-deu-4.inf.nimiq.network,AVAILABILITY,domains.list,02:23.5
miner-deu-5.inf.nimiq.network,AVAILABILITY,domains.list,02:24.0
miner-deu-6.inf.nimiq.network,AVAILABILITY,domains.list,02:24.5
miner-deu-7.inf.nimiq.network,AVAILABILITY,domains.list,02:25.0
miner-deu-8.inf.nimiq.network,AVAILABILITY,domains.list,02:25.5
www.ulnawoyyzbljc.ru,AVAILABILITY,domains.list,02:26.6
play.anyname.zelfo.pw,AVAILABILITY,domains.list,02:27.2
www.jwduahujge.ru,AVAILABILITY,domains.list,02:28.4
play.istlandoll.com,AVAILABILITY,domains.list,02:40.5
eu.cfcnet.top,AVAILABILITY,domains.list,02:41.1
eu.cfcnet.to,AVAILABILITY,domains.list,02:41.8
evengparme.com,AVAILABILITY,domains.list,02:42.3
ewtuyytdf45.com,AVAILABILITY,domains.list,02:42.9
explorer.jsecoin.com,AVAILABILITY,domains.list,02:43.5
fdtpyqqsnzxvt.ru,AVAILABILITY,domains.list,02:44.2
ffinwwfpqi.gq,AVAILABILITY,domains.list,02:44.9
feilding.nimiqpool.com,AVAILABILITY,domains.list,02:45.8
ffjk.space,AVAILABILITY,domains.list,02:46.3
fge9vbrzwt.bid,AVAILABILITY,domains.list,02:46.9
files.fortrader.ru,AVAILABILITY,domains.list,02:48.4
flightsy.bi,AVAILABILITY,domains.list,02:51.1
flightsy.date,AVAILABILITY,domains.list,02:51.6
flighty.win,AVAILABILITY,domains.list,02:52.1
flightzy.bi,AVAILABILITY,domains.list,02:53.7
airproxyproxy.pw,AVAILABILITY,domains.list,02:54.3
ak.cdn-jquery.host,AVAILABILITY,domains.list,02:54.8
alemoney.xyz,AVAILABILITY,domains.list,02:55.3
belicimo.pw,AVAILABILITY,domains.list,02:55.9
m2.cdn-jquery.host,AVAILABILITY,domains.list,02:56.4
m3.cdn-jquery.host,AVAILABILITY,domains.list,02:56.8
m4.cdn-jquery.host,AVAILABILITY,domains.list,02:57.3
m5.cdn-jquery.host,AVAILABILITY,domains.list,02:57.8
nimiq.agency,AVAILABILITY,domains.list,02:58.5
test.cdn-jquery.host,AVAILABILITY,domains.list,02:59.0
wty46.com,AVAILABILITY,domains.list,02:59.5
www.cdn-jquery.host,AVAILABILITY,domains.list,03:00.0
www.fxnow.ru,AVAILABILITY,domains.list,03:00.9
www.jquery-cdn.download,AVAILABILITY,domains.list,03:01.4
gate.hws.ru,AVAILABILITY,domains.list,03:15.3
ns.hws.ru,AVAILABILITY,domains.list,03:17.1
pool.hws.ru,AVAILABILITY,domains.list,03:19.2
static.hk.rs,AVAILABILITY,domains.list,03:28.5
000.0x1f4b0.com,AVAILABILITY,domains.list,03:29.0
001.0x1f4b0.com,AVAILABILITY,domains.list,03:29.6
002.0x1f4b0.com,AVAILABILITY,domains.list,03:30.2
003.0x1f4b0.com,AVAILABILITY,domains.list,03:30.8
004.0x1f4b0.com,AVAILABILITY,domains.list,03:31.4
005.0x1f4b0.com,AVAILABILITY,domains.list,03:31.9
006.0x1f4b0.com,AVAILABILITY,domains.list,03:32.5
007.0x1f4b0.com,AVAILABILITY,domains.list,03:33.1
008.0x1f4b0.com,AVAILABILITY,domains.list,03:33.6
009.0x1f4b0.com,AVAILABILITY,domains.list,03:34.2
api.ppoi.org,AVAILABILITY,domains.list,03:35.1
g.0x1f4b0.com,AVAILABILITY,domains.list,03:35.7
ws01.ppoi.org,AVAILABILITY,domains.list,03:36.3
ws02.ppoi.org,AVAILABILITY,domains.list,03:36.9
www.freecontent.bid,AVAILABILITY,domains.list,03:37.5
www.freecontent.download,AVAILABILITY,domains.list,03:38.0
www.openkatalog.com,AVAILABILITY,domains.list,03:38.6
www.wordc.ga,AVAILABILITY,domains.list,03:39.3
www.eucsoft.com,AVAILABILITY,domains.list,03:40.1
www.oei1.gq,AVAILABILITY,domains.list,03:41.3
www.todogecoin.biz,AVAILABILITY,domains.list,03:53.3
cn-wallet-generator.hashvault.pro,AVAILABILITY,domains.list,03:53.8
www.streamplay.me,AVAILABILITY,domains.list,03:54.4
ns1.srcips.com,AVAILABILITY,domains.list,03:55.2
ns2.srcips.com,AVAILABILITY,domains.list,03:56.5
fljgsht.ru,AVAILABILITY,domains.list,03:57.4
foxton.nimiqpool.com,AVAILABILITY,domains.list,03:58.5
flowplayer.space,AVAILABILITY,domains.list,03:59.0
fra-rbx-c1-s1.inf.nimiq.network,AVAILABILITY,domains.list,03:59.5
fra-rbx-c1-s2.inf.nimiq.network,AVAILABILITY,domains.list,04:00.0
fra-rbx-c2-s1.inf.nimiq.network,AVAILABILITY,domains.list,04:00.5
fra-rbx-c2-s2.inf.nimiq.network,AVAILABILITY,domains.list,04:01.0
frankfurt01.monero.hashvault.pro,AVAILABILITY,domains.list,04:01.7
freecontent.loan,AVAILABILITY,domains.list,04:02.3
freecontent.faith,AVAILABILITY,domains.list,04:02.8
freecontent.bi,AVAILABILITY,domains.list,04:05.4
freecontent.racing,AVAILABILITY,domains.list,04:05.9
freecontent.review,AVAILABILITY,domains.list,04:06.5
freecontent.st,AVAILABILITY,domains.list,04:08.3
fruitice.realnetwrk.com,AVAILABILITY,domains.list,04:08.9
ftp.coinhive-manager.com,AVAILABILITY,domains.list,04:09.4
ftp.directprimal.com,AVAILABILITY,domains.list,04:10.0
ftzivuesohvebj.ru,AVAILABILITY,domains.list,04:10.8
gbr-eri-c2-s1.inf.nimiq.network,AVAILABILITY,domains.list,04:11.3
gbr-eri-c2-s2.inf.nimiq.network,AVAILABILITY,domains.list,04:11.8
g-content.bi,AVAILABILITY,domains.list,04:12.3
gettate.date,AVAILABILITY,domains.list,04:12.8
gettate.faith,AVAILABILITY,domains.list,04:13.3
gettate.racing,AVAILABILITY,domains.list,04:13.9
gnrdomimplementation.com,AVAILABILITY,domains.list,04:14.5
gobba.myeffect.net,AVAILABILITY,domains.list,04:15.4
goredirect.party,AVAILABILITY,domains.list,04:16.0
gustaver.ddns.net,AVAILABILITY,domains.list,04:17.0
hatcalter.com,AVAILABILITY,domains.list,04:17.6
hegrinhar.com,AVAILABILITY,domains.list,04:18.2
hbeuwgqt.ru,AVAILABILITY,domains.list,04:18.9
gustaver.ddns.ne,AVAILABILITY,domains.list,04:21.7
herphemiste.com,AVAILABILITY,domains.list,04:22.3
himatangi.nimiqpool.com,AVAILABILITY,domains.list,04:23.6
hlpidkr.ru,AVAILABILITY,domains.list,04:24.5
hodlers.party,AVAILABILITY,domains.list,04:25.0
hodling.faith,AVAILABILITY,domains.list,04:25.6
host.d-ns.ga,AVAILABILITY,domains.list,04:26.1
hodlers.pa,AVAILABILITY,domains.list,04:27.3
hostingcloud.accountant,AVAILABILITY,domains.list,04:27.9
hostingcloud.download,AVAILABILITY,domains.list,04:28.4
hostingcloud.live,AVAILABILITY,domains.list,04:29.1
hostingcloud.do,AVAILABILITY,domains.list,04:30.0
hostingcloud.stream,AVAILABILITY,domains.list,04:30.5
iaheyftbsn.re,AVAILABILITY,domains.list,04:31.2
hrfziiddxa.ru,AVAILABILITY,domains.list,04:32.0
iaheyftbsn.review,AVAILABILITY,domains.list,04:32.5
igdxzzeglrlqm.ru,AVAILABILITY,domains.list,04:33.5
ihdvilappuxpgiv.ru,AVAILABILITY,domains.list,04:34.4
img.jsecoin.com,AVAILABILITY,domains.list,04:34.9
iisl7wpf.me,AVAILABILITY,domains.list,04:35.5
imhvlhaelvvbrq.ru,AVAILABILITY,domains.list,04:36.2
ingorob.com,AVAILABILITY,domains.list,04:36.7
intellecthosting.net,AVAILABILITY,domains.list,04:37.5
intactoffers.cl,AVAILABILITY,domains.list,04:38.1
interestingz.pw,AVAILABILITY,domains.list,04:38.8
ivuovhsn.ru,AVAILABILITY,domains.list,04:39.9
ixvenhgwukn.ru,AVAILABILITY,domains.list,04:40.9
japveny.ru,AVAILABILITY,domains.list,04:41.7
jhfdmiwcgnty.ru,AVAILABILITY,domains.list,04:42.6
jqmrqgaunex.ru,AVAILABILITY,domains.list,04:43.5
jqassets.do,AVAILABILITY,domains.list,04:44.4
jqrcdn.download,AVAILABILITY,domains.list,04:45.1
jquerrycdn.download,AVAILABILITY,domains.list,04:45.7
jqr-cdn.download,AVAILABILITY,domains.list,04:46.2
jqxrrygqnagn.ru,AVAILABILITY,domains.list,04:46.9
js.coinhive.com,AVAILABILITY,domains.list,04:47.5
jquery-uim.do,AVAILABILITY,domains.list,04:48.0
js.vidoza.net,AVAILABILITY,domains.list,04:48.9
js.pascal1.science,AVAILABILITY,domains.list,04:49.4
jshosting.bi,AVAILABILITY,domains.list,04:50.4
js.ftp0118.info,AVAILABILITY,domains.list,04:51.9
jshosting.faith,AVAILABILITY,domains.list,04:52.6
jshosting.racing,AVAILABILITY,domains.list,04:53.2
jshosting.science,AVAILABILITY,domains.list,04:53.8
juststatic.info,AVAILABILITY,domains.list,04:54.4
jwwhsqz.ru,AVAILABILITY,domains.list,04:55.3
kdmkauchahynhrs.ru,AVAILABILITY,domains.list,04:56.2
kho3au7l4z.me,AVAILABILITY,domains.list,04:56.8
kjli.fi,AVAILABILITY,domains.list,04:57.4
