subject,checker_type,destination,tested_at
wmwmwwfmkvucbln.ru,AVAILABILITY,domains.list,18:36.9
wnmyerzbjhu.ru,AVAILABILITY,domains.list,18:37.6
wo15.coinhive.com,AVAILABILITY,domains.list,18:38.2
worker1.minero.cc,AVAILABILITY,domains.list,18:39.0
worker0.minero.cc,AVAILABILITY,domains.list,18:39.6
woork.sbhmn-miner.com,AVAILABILITY,domains.list,18:40.2
worker2.minero.cc,AVAILABILITY,domains.list,18:40.8
worker3.minero.cc,AVAILABILITY,domains.list,18:41.4
worker4.minero.cc,AVAILABILITY,domains.list,18:42.1
worker6.minero.cc,AVAILABILITY,domains.list,18:42.8
worker5.minero.cc,AVAILABILITY,domains.list,18:43.4
worker7.minero.cc,AVAILABILITY,domains.list,18:43.9
worker8.minero.cc,AVAILABILITY,domains.list,18:44.5
worker9.minero.cc,AVAILABILITY,domains.list,18:45.1
worker10.minero.cc,AVAILABILITY,domains.list,18:45.7
worker.salon.com,AVAILABILITY,domains.list,18:46.4
wp.nimiq.agency,AVAILABILITY,domains.list,18:48.6
wrxgandsfcz.ru,AVAILABILITY,domains.list,18:49.3
ws000.coinhive.com,AVAILABILITY,domains.list,18:50.0
ws1.1beb2a44.space,AVAILABILITY,domains.list,18:50.7
ws1.3c0cb3b4.space,AVAILABILITY,domains.list,18:51.5
ws1.300ca0d0.space,AVAILABILITY,domains.list,18:52.2
ws1.320ca3f6.space,AVAILABILITY,domains.list,18:52.9
ws1.330ca589.space,AVAILABILITY,domains.list,18:53.6
ws1.340ca71c.space,AVAILABILITY,domains.list,18:54.3
ws1.360caa42.space,AVAILABILITY,domains.list,18:55.0
ws001.authedmine.com,AVAILABILITY,domains.list,18:55.8
ws1.370cabd5.space,AVAILABILITY,domains.list,18:56.5
ws001.coinhive.com,AVAILABILITY,domains.list,18:57.1
ws2.1beb2a44.space,AVAILABILITY,domains.list,18:57.8
ws02.1q2w3.me,AVAILABILITY,domains.list,18:58.4
ws2.3c0cb3b4.space,AVAILABILITY,domains.list,18:59.0
ws2.300ca0d0.space,AVAILABILITY,domains.list,18:59.7
ws2.310ca263.space,AVAILABILITY,domains.list,19:00.4
ws2.320ca3f6.space,AVAILABILITY,domains.list,19:01.2
ws2.330ca589.space,AVAILABILITY,domains.list,19:02.0
ws2.340ca71c.space,AVAILABILITY,domains.list,19:02.6
ws2.360caa42.space,AVAILABILITY,domains.list,19:03.5
ws2.370cabd5.space,AVAILABILITY,domains.list,19:04.2
ws002.authedmine.com,AVAILABILITY,domains.list,19:04.8
ws002.coinhive.com,AVAILABILITY,domains.list,19:05.4
ws3.1beb2a44.space,AVAILABILITY,domains.list,19:06.1
ws03.1q2w3.me,AVAILABILITY,domains.list,19:07.1
ws3.3c0cb3b4.space,AVAILABILITY,domains.list,19:07.9
ws3.300ca0d0.space,AVAILABILITY,domains.list,19:08.5
ws3.310ca263.space,AVAILABILITY,domains.list,19:09.2
ws3.320ca3f6.space,AVAILABILITY,domains.list,19:09.9
ws3.330ca589.space,AVAILABILITY,domains.list,19:10.6
ws3.340ca71c.space,AVAILABILITY,domains.list,19:11.2
ws3.360caa42.space,AVAILABILITY,domains.list,19:12.0
ws3.370cabd5.space,AVAILABILITY,domains.list,19:12.7
ws003.authedmine.com,AVAILABILITY,domains.list,19:13.4
ws3.bmnr.pw,AVAILABILITY,domains.list,19:13.9
ws003.coinhive.com,AVAILABILITY,domains.list,19:14.5
ws4.1beb2a44.space,AVAILABILITY,domains.list,19:15.2
ws4.3c0cb3b4.space,AVAILABILITY,domains.list,19:15.8
ws4.300ca0d0.space,AVAILABILITY,domains.list,19:16.5
ws4.310ca263.space,AVAILABILITY,domains.list,19:17.2
ws4.320ca3f6.space,AVAILABILITY,domains.list,19:17.9
ws4.330ca589.space,AVAILABILITY,domains.list,19:18.6
ws4.340ca71c.space,AVAILABILITY,domains.list,19:19.4
ws4.360caa42.space,AVAILABILITY,domains.list,19:20.0
ws004.authedmine.com,AVAILABILITY,domains.list,19:20.6
ws4.370cabd5.space,AVAILABILITY,domains.list,19:21.3
ws4.bmnr.pw,AVAILABILITY,domains.list,19:21.9
ws004.coinhive.com,AVAILABILITY,domains.list,19:22.5
ws5.1beb2a44.space,AVAILABILITY,domains.list,19:23.2
ws5.3c0cb3b4.space,AVAILABILITY,domains.list,19:23.8
ws5.300ca0d0.space,AVAILABILITY,domains.list,19:24.5
ws5.310ca263.space,AVAILABILITY,domains.list,19:25.1
ws5.320ca3f6.space,AVAILABILITY,domains.list,19:25.8
ws5.330ca589.space,AVAILABILITY,domains.list,19:26.6
ws5.340ca71c.space,AVAILABILITY,domains.list,19:27.3
ws5.360caa42.space,AVAILABILITY,domains.list,19:27.9
ws005.authedmine.com,AVAILABILITY,domains.list,19:28.5
ws5.370cabd5.space,AVAILABILITY,domains.list,19:29.2
ws5.bmnr.pw,AVAILABILITY,domains.list,19:29.8
ws005.coinhive.com,AVAILABILITY,domains.list,19:30.4
ws6.3c0cb3b4.space,AVAILABILITY,domains.list,19:31.0
ws6.1beb2a44.space,AVAILABILITY,domains.list,19:31.7
ws6.310ca263.space,AVAILABILITY,domains.list,19:32.3
ws6.320ca3f6.space,AVAILABILITY,domains.list,19:33.1
ws6.330ca589.space,AVAILABILITY,domains.list,19:33.8
ws6.360caa42.space,AVAILABILITY,domains.list,19:34.5
ws6.370cabd5.space,AVAILABILITY,domains.list,19:35.2
ws006.coinhive.com,AVAILABILITY,domains.list,19:35.7
ws7.1beb2a44.space,AVAILABILITY,domains.list,19:36.4
ws7.3c0cb3b4.space,AVAILABILITY,domains.list,19:37.1
ws7.300ca0d0.space,AVAILABILITY,domains.list,19:37.8
ws7.310ca263.space,AVAILABILITY,domains.list,19:38.6
ws7.320ca3f6.space,AVAILABILITY,domains.list,19:39.2
ws006.authedmine.com,AVAILABILITY,domains.list,19:39.7
ws7.330ca589.space,AVAILABILITY,domains.list,19:40.4
ws7.340ca71c.space,AVAILABILITY,domains.list,19:42.1
ws7.360caa42.space,AVAILABILITY,domains.list,19:43.2
ws7.370cabd5.space,AVAILABILITY,domains.list,19:43.8
ws007.authedmine.com,AVAILABILITY,domains.list,19:44.4
ws007.coinhive.com,AVAILABILITY,domains.list,19:45.0
ws8.1beb2a44.space,AVAILABILITY,domains.list,19:45.6
ws8.3c0cb3b4.space,AVAILABILITY,domains.list,19:46.3
ws8.300ca0d0.space,AVAILABILITY,domains.list,19:46.9
ws8.320ca3f6.space,AVAILABILITY,domains.list,19:47.6
ws8.310ca263.space,AVAILABILITY,domains.list,19:48.6
ws8.340ca71c.space,AVAILABILITY,domains.list,19:49.2
ws8.330ca589.space,AVAILABILITY,domains.list,19:49.9
ws8.370cabd5.space,AVAILABILITY,domains.list,19:50.6
ws8.360caa42.space,AVAILABILITY,domains.list,19:51.3
ws008.authedmine.com,AVAILABILITY,domains.list,19:51.9
ws008.coinhive.com,AVAILABILITY,domains.list,19:52.5
ws9.1beb2a44.space,AVAILABILITY,domains.list,19:53.2
ws9.3c0cb3b4.space,AVAILABILITY,domains.list,19:53.8
ws9.300ca0d0.space,AVAILABILITY,domains.list,19:54.5
ws9.320ca3f6.space,AVAILABILITY,domains.list,19:55.1
ws9.310ca263.space,AVAILABILITY,domains.list,19:55.8
ws9.330ca589.space,AVAILABILITY,domains.list,19:56.4
ws9.360caa42.space,AVAILABILITY,domains.list,19:57.1
ws009.authedmine.com,AVAILABILITY,domains.list,19:57.6
ws9.340ca71c.space,AVAILABILITY,domains.list,19:58.3
ws009.coinhive.com,AVAILABILITY,domains.list,19:58.8
ws09.coinhive.com,AVAILABILITY,domains.list,19:59.4
ws010.authedmine.com,AVAILABILITY,domains.list,20:00.0
ws010.coinhive.com,AVAILABILITY,domains.list,20:00.6
ws011.authedmine.com,AVAILABILITY,domains.list,20:01.2
ws011.coinhive.com,AVAILABILITY,domains.list,20:02.0
ws012.authedmine.com,AVAILABILITY,domains.list,20:02.7
ws012.coinhive.com,AVAILABILITY,domains.list,20:03.4
ws013.authedmine.com,AVAILABILITY,domains.list,20:04.0
ws013.coinhive.com,AVAILABILITY,domains.list,20:04.6
ws014.authedmine.com,AVAILABILITY,domains.list,20:05.3
ws014.coinhive.com,AVAILABILITY,domains.list,20:05.8
ws015.authedmine.com,AVAILABILITY,domains.list,20:06.3
ws015.coinhive.com,AVAILABILITY,domains.list,20:06.9
ws016.authedmine.com,AVAILABILITY,domains.list,20:07.4
ws016.coinhive.com,AVAILABILITY,domains.list,20:08.0
ws017.authedmine.com,AVAILABILITY,domains.list,20:08.6
ws017.coinhive.com,AVAILABILITY,domains.list,20:09.2
ws018.authedmine.com,AVAILABILITY,domains.list,20:09.8
ws018.coinhive.com,AVAILABILITY,domains.list,20:10.3
ws019.authedmine.com,AVAILABILITY,domains.list,20:10.9
ws019.coinhive.com,AVAILABILITY,domains.list,20:11.5
ws020.coinhive.com,AVAILABILITY,domains.list,20:12.1
ws020.authedmine.com,AVAILABILITY,domains.list,20:12.6
ws021.authedmine.com,AVAILABILITY,domains.list,20:13.2
ws021.coinhive.com,AVAILABILITY,domains.list,20:13.8
ws022.authedmine.com,AVAILABILITY,domains.list,20:14.4
ws022.coinhive.com,AVAILABILITY,domains.list,20:14.9
ws023.authedmine.com,AVAILABILITY,domains.list,20:15.5
ws024.authedmine.com,AVAILABILITY,domains.list,20:16.1
ws025.authedmine.com,AVAILABILITY,domains.list,20:16.7
ws026.authedmine.com,AVAILABILITY,domains.list,20:17.2
ws027.authedmine.com,AVAILABILITY,domains.list,20:17.8
ws028.authedmine.com,AVAILABILITY,domains.list,20:18.3
ws029.authedmine.com,AVAILABILITY,domains.list,20:18.9
ws030.authedmine.com,AVAILABILITY,domains.list,20:19.5
ws031.authedmine.com,AVAILABILITY,domains.list,20:20.0
ws032.authedmine.com,AVAILABILITY,domains.list,20:20.6
ws035.coinhive.com,AVAILABILITY,domains.list,20:21.1
ws.freebitco.in,AVAILABILITY,domains.list,20:21.7
ws.bhzejltg.info,AVAILABILITY,domains.list,20:22.3
ws.l33tsite.info,AVAILABILITY,domains.list,20:23.3
wsnew.freebitco.in,AVAILABILITY,domains.list,20:23.8
wsp.marketgid.com,AVAILABILITY,domains.list,20:24.5
ws.pzoifaum.info,AVAILABILITY,domains.list,20:25.3
ws.xmrm.pw,AVAILABILITY,domains.list,20:26.1
www.1beb2a44.space,AVAILABILITY,domains.list,20:26.8
www.1q2w3.fun,AVAILABILITY,domains.list,20:27.7
www.1q2w3.me,AVAILABILITY,domains.list,20:28.5
www49.playercdn.net,AVAILABILITY,domains.list,20:29.2
www.2giga.download,AVAILABILITY,domains.list,20:29.8
www.2ledhenone.com,AVAILABILITY,domains.list,20:30.5
www.3c0cb3b4.space,AVAILABILITY,domains.list,20:31.1
www.1q2w3.top,AVAILABILITY,domains.list,20:32.1
www.6ow9rhxtolls.gq,AVAILABILITY,domains.list,20:33.3
www.6tsbe1zs.me,AVAILABILITY,domains.list,20:34.2
www.5vz3cfs0yd.me,AVAILABILITY,domains.list,20:35.0
www.8jd2lfsq.me,AVAILABILITY,domains.list,20:35.9
www.300ca0d0.space,AVAILABILITY,domains.list,20:36.5
www.310ca263.space,AVAILABILITY,domains.list,20:37.3
www.320ca3f6.space,AVAILABILITY,domains.list,20:38.0
www.330ca589.space,AVAILABILITY,domains.list,20:38.7
www.340ca71c.space,AVAILABILITY,domains.list,20:39.5
www.360caa42.space,AVAILABILITY,domains.list,20:40.2
www.370cabd5.space,AVAILABILITY,domains.list,20:41.0
www.64uq73u7ug.webcam,AVAILABILITY,domains.list,20:41.6
www.1480876790.rsc.cdn77.org,AVAILABILITY,domains.list,20:42.1
www.ablen01.tk,AVAILABILITY,domains.list,20:43.9
www.ablen02.tk,AVAILABILITY,domains.list,20:45.1
www.ablen03.tk,AVAILABILITY,domains.list,20:46.3
www.ablen04.tk,AVAILABILITY,domains.list,20:48.0
www.ablen05.tk,AVAILABILITY,domains.list,20:49.3
www.ablen06.tk,AVAILABILITY,domains.list,20:50.9
www.ablen07.tk,AVAILABILITY,domains.list,20:52.6
www.ablen09.tk,AVAILABILITY,domains.list,20:54.0
www.ablen08.tk,AVAILABILITY,domains.list,20:55.7
www.ablen10.tk,AVAILABILITY,domains.list,20:57.3
www.ablen11.tk,AVAILABILITY,domains.list,20:59.1
www.ablen12.tk,AVAILABILITY,domains.list,21:00.7
www.activation.nimiq.com,AVAILABILITY,domains.list,21:01.4
www.adzjzewsma.cf,AVAILABILITY,domains.list,21:02.8
www.adplusplus.fr,AVAILABILITY,domains.list,21:03.5
www.aeros03.tk,AVAILABILITY,domains.list,21:04.9
www.aeros04.tk,AVAILABILITY,domains.list,21:06.5
www.aeros05.tk,AVAILABILITY,domains.list,21:08.1
www.aeros06.tk,AVAILABILITY,domains.list,21:09.3
www.aalbbh84.info,AVAILABILITY,domains.list,21:09.9
www.aeros07.tk,AVAILABILITY,domains.list,21:11.3
www.aeros08.tk,AVAILABILITY,domains.list,21:12.6
www.aeros09.tk,AVAILABILITY,domains.list,21:14.4
www.aeros10.tk,AVAILABILITY,domains.list,21:16.0
www.afdjljiyagf.ru,AVAILABILITY,domains.list,21:16.9
www.ahoypirate.in,AVAILABILITY,domains.list,21:17.5
www.airproxyboat.in,AVAILABILITY,domains.list,21:18.0
www.airproxyproxy.pw,AVAILABILITY,domains.list,21:18.7
www.airproxytpb.re,AVAILABILITY,domains.list,21:19.5
www.airproxybay.ar,AVAILABILITY,domains.list,21:21.8
www.alemoney.xyz,AVAILABILITY,domains.list,21:22.5
www.ait7ee.win,AVAILABILITY,domains.list,21:23.1
www.alflying.bi,AVAILABILITY,domains.list,21:26.7
www.alflying.bid,AVAILABILITY,domains.list,21:27.3
www.alflying.date,AVAILABILITY,domains.list,21:28.2
www.amhixwqagiz.ru,AVAILABILITY,domains.list,21:29.0
www.analytics.bl,AVAILABILITY,domains.list,21:29.6
www.anybest.host,AVAILABILITY,domains.list,21:30.3
www.anybest.space,AVAILABILITY,domains.list,21:30.9
www.anybest.pw,AVAILABILITY,domains.list,21:31.6
www.api.browsermine.com,AVAILABILITY,domains.list,21:32.3
www.api.coinhive.com,AVAILABILITY,domains.list,21:32.9
www.appelamule.com,AVAILABILITY,domains.list,21:33.6
www.anybest.si,AVAILABILITY,domains.list,21:34.5
www.as.cf,AVAILABILITY,domains.list,21:36.1
www.aqqgli3vle.bid,AVAILABILITY,domains.list,21:36.7
www.assetscdn.stream,AVAILABILITY,domains.list,21:37.2
www.aster18prx.nl,AVAILABILITY,domains.list,21:38.0
www.aservices.pa,AVAILABILITY,domains.list,21:39.1
www.asvoxod.ru,AVAILABILITY,domains.list,21:40.2
www.augvtjtnsfnxg.ru,AVAILABILITY,domains.list,21:41.1
www.auiehechoulh.ru,AVAILABILITY,domains.list,21:41.8
www.authedmine.com,AVAILABILITY,domains.list,21:42.4
www.avualrhg9p0.bid,AVAILABILITY,domains.list,21:42.9
www.aymcsx.ru,AVAILABILITY,domains.list,21:43.8
www.avualrhg9p.bid,AVAILABILITY,domains.list,21:44.4
www.bauersagtnein.myeffect.net,AVAILABILITY,domains.list,21:45.2
www.basepush.com,AVAILABILITY,domains.list,21:45.9
www.bayception.org,AVAILABILITY,domains.list,21:46.5
www.baywttgdhe.download,AVAILABILITY,domains.list,21:47.2
www.baywttgdhe.do,AVAILABILITY,domains.list,21:48.1
www.belicimo.pw,AVAILABILITY,domains.list,21:48.7
www.berserkpl.net.pl,AVAILABILITY,domains.list,21:51.6
www.best-cdn.pl,AVAILABILITY,domains.list,21:52.1
www.bewhoyouare.gq,AVAILABILITY,domains.list,21:53.7
www.bezoglasa.online,AVAILABILITY,domains.list,21:54.6
www.bhzejltg.info,AVAILABILITY,domains.list,21:55.3
www.bjorksta.me,AVAILABILITY,domains.list,21:55.9
www.bjorksta.men,AVAILABILITY,domains.list,21:56.6
www.blockchained.party,AVAILABILITY,domains.list,21:57.2
www.blockchained.pa,AVAILABILITY,domains.list,21:58.3
www.blueproxy.bl,AVAILABILITY,domains.list,21:58.8
www.bmnadutub.ru,AVAILABILITY,domains.list,21:59.9
www.bmcm.pw,AVAILABILITY,domains.list,22:00.6
www.bmnr.pw,AVAILABILITY,domains.list,22:01.3
www.bmst.pw,AVAILABILITY,domains.list,22:02.1
www.bowithow.com,AVAILABILITY,domains.list,22:02.8
www.bmpx.pw,AVAILABILITY,domains.list,22:03.6
www.bsyauqwerd.party,AVAILABILITY,domains.list,22:04.2
www.butcalve.com,AVAILABILITY,domains.list,22:04.9
www.bsyauqwerd.pa,AVAILABILITY,domains.list,22:06.3
www.can-bhs-c1-p1.inf.nimiq.network,AVAILABILITY,domains.list,22:06.9
www.can-bhs-c1-s1.inf.nimiq.network,AVAILABILITY,domains.list,22:07.4
www.c0i8h8ac7e.bid,AVAILABILITY,domains.list,22:07.9
www.can-bhs-c1-s2.inf.nimiq.network,AVAILABILITY,domains.list,22:08.3
www.carry.myeffect.net,AVAILABILITY,domains.list,22:09.0
www.carrel.services,AVAILABILITY,domains.list,22:09.7
www.ccvwtdtwyu.tr,AVAILABILITY,domains.list,22:11.7
www.ccvwtdtwyu.trade,AVAILABILITY,domains.list,22:12.3
www.cdjchpojgifwc.ru,AVAILABILITY,domains.list,22:13.2
www.cdn.nimiq.com,AVAILABILITY,domains.list,22:13.9
www.cdn-analytics.pl,AVAILABILITY,domains.list,22:14.3
www.cdncounter.top,AVAILABILITY,domains.list,22:15.3
www.cfcdist.gd,AVAILABILITY,domains.list,22:16.2
www.cfcdist.gdn,AVAILABILITY,domains.list,22:32.8
www.cfcnet.top,AVAILABILITY,domains.list,22:33.6
www.ch.browsermine.com,AVAILABILITY,domains.list,22:34.2
www.cfcnet.gdn,AVAILABILITY,domains.list,22:34.7
www.chws.browsermine.com,AVAILABILITY,domains.list,22:35.3
www.chainblock.sc,AVAILABILITY,domains.list,30:02.2
www.clickandbuy.review,AVAILABILITY,domains.list,30:02.9
www.clickandbuy.win,AVAILABILITY,domains.list,30:03.5
www.clickwith.bi,AVAILABILITY,domains.list,30:05.0
www.clickwith.bid,AVAILABILITY,domains.list,30:05.6
www.clickwith.date,AVAILABILITY,domains.list,30:06.2
www.cliggi.download,AVAILABILITY,domains.list,30:06.8
2giga.download,AVAILABILITY,domains.list,30:07.3
electroneum.hashvault.pro,AVAILABILITY,domains.list,30:08.1
ftp.freecontent.info,AVAILABILITY,domains.list,30:08.9
intense.hashvault.pro,AVAILABILITY,domains.list,30:09.6
pool.aeon.hashvault.pro,AVAILABILITY,domains.list,30:10.6
pool.graft.hashvault.pro,AVAILABILITY,domains.list,30:11.9
www.freecontent.info,AVAILABILITY,domains.list,30:12.8
www.nexioniect.com,AVAILABILITY,domains.list,30:13.5
www.videoplayer2.xyz,AVAILABILITY,domains.list,30:14.2
adzjzewsma.cf,AVAILABILITY,domains.list,30:15.5
flightsy.bid,AVAILABILITY,domains.list,30:16.1
flophous.cf,AVAILABILITY,domains.list,30:17.3
jurtym.cf,AVAILABILITY,domains.list,30:18.5
www.cloudcdn.gd,AVAILABILITY,domains.list,30:19.6
www.cloudcdn.gdn,AVAILABILITY,domains.list,30:28.5
www.cloudflare.solutions,AVAILABILITY,domains.list,30:29.3
www.cloudmedia.gdn,AVAILABILITY,domains.list,30:30.0
www.cloudmediacdn.com,AVAILABILITY,domains.list,30:30.7
www.cndhit.xyz,AVAILABILITY,domains.list,30:31.4
www.coihive.com,AVAILABILITY,domains.list,30:32.0
www.coiner.site,AVAILABILITY,domains.list,30:32.7
www.coin-have.com,AVAILABILITY,domains.list,30:33.1
www.coinhive-manager.com,AVAILABILITY,domains.list,30:33.6
www.coinhive-proxy.party,AVAILABILITY,domains.list,30:34.1
www.coinrail.io,AVAILABILITY,domains.list,30:34.7
www.coin-services.info,AVAILABILITY,domains.list,30:35.2
www.colnhive.com,AVAILABILITY,domains.list,30:35.8
www.creadordedinero.com,AVAILABILITY,domains.list,30:36.5
www.cqfnvznw.info,AVAILABILITY,domains.list,30:37.2
www.cryptoloot.pro,AVAILABILITY,domains.list,30:38.0
www.cryptocoinabout.com,AVAILABILITY,domains.list,30:38.6
www.ctlrnwbv.ru,AVAILABILITY,domains.list,30:39.7
www.d1e1rbybdt265x.cloudfront.net,AVAILABILITY,domains.list,30:40.3
www.d3ahinqqx1dy5v.cloudfront.net,AVAILABILITY,domains.list,30:41.0
www.d3ddidv77grh0f.cloudfront.net,AVAILABILITY,domains.list,30:41.5
www.d3iz6lralvg77g.cloudfront.net,AVAILABILITY,domains.list,30:42.1
www.d8acddffe978b5dfcae6.date,AVAILABILITY,domains.list,30:42.7
www.darking05.tk,AVAILABILITY,domains.list,30:44.2
www.darking04.tk,AVAILABILITY,domains.list,30:45.9
www.darking06.tk,AVAILABILITY,domains.list,30:47.6
www.darking07.tk,AVAILABILITY,domains.list,30:49.1
www.darking08.tk,AVAILABILITY,domains.list,30:50.8
www.darking09.tk,AVAILABILITY,domains.list,30:52.5
www.dataservices.download,AVAILABILITY,domains.list,30:53.0
www.deu-lim-c1-s1.inf.nimiq.network,AVAILABILITY,domains.list,30:53.5
www.deu-lim-c1-s2.inf.nimiq.network,AVAILABILITY,domains.list,30:54.0
www.deu-lim-c2-s1.inf.nimiq.network,AVAILABILITY,domains.list,30:54.5
www.deu-lim-c2-s2.inf.nimiq.network,AVAILABILITY,domains.list,30:54.9
www.dexim.space,AVAILABILITY,domains.list,30:55.6
www.didnkinrab.com,AVAILABILITY,domains.list,30:56.3
www.digxmr.com,AVAILABILITY,domains.list,31:08.6
www.djfhwosjck.bi,AVAILABILITY,domains.list,31:10.3
www.djfhwosjck.bid,AVAILABILITY,domains.list,31:11.0
www.dle-news.pw,AVAILABILITY,domains.list,31:11.5
www.d-ns.ga,AVAILABILITY,domains.list,31:11.9
www.doubleclick1.xyz,AVAILABILITY,domains.list,31:12.7
www.do69ifsly4.me,AVAILABILITY,domains.list,31:13.6
www.doubleclick2.xyz,AVAILABILITY,domains.list,31:14.3
www.doubleclick5.xyz,AVAILABILITY,domains.list,31:15.0
www.doubleclick4.xyz,AVAILABILITY,domains.list,31:15.8
www.doubleclick6.xyz,AVAILABILITY,domains.list,31:16.4
www.dubester.pw,AVAILABILITY,domains.list,31:17.2
www.drupalupdates.tk,AVAILABILITY,domains.list,31:18.9
www.dubester.site,AVAILABILITY,domains.list,31:19.6
www.dubester.space,AVAILABILITY,domains.list,31:20.4
www.dxmhkisurxxxhm.ru,AVAILABILITY,domains.list,31:21.4
www.dubester.si,AVAILABILITY,domains.list,31:23.2
www.edgeno.de,AVAILABILITY,domains.list,31:24.1
www.eflbruwqt.ru,AVAILABILITY,domains.list,31:25.0
www.enjoyableoffers.club,AVAILABILITY,domains.list,31:25.6
www.estream.nu,AVAILABILITY,domains.list,31:26.3
www.ermaseuc.ru,AVAILABILITY,domains.list,31:27.0
www.ethmedialab.info,AVAILABILITY,domains.list,31:27.8
www.etlrsq.ru,AVAILABILITY,domains.list,31:28.8
www.eu.cf,AVAILABILITY,domains.list,31:30.1
www.evengparme.com,AVAILABILITY,domains.list,31:30.8
www.etn.spacepools.org,AVAILABILITY,domains.list,31:31.7
www.exdynsrv.com,AVAILABILITY,domains.list,31:32.3
www.ewtuyytdf45.com,AVAILABILITY,domains.list,31:33.0
www.fdtpyqqsnzxvt.ru,AVAILABILITY,domains.list,31:34.1
www.ffinwwfpqi.gq,AVAILABILITY,domains.list,31:35.3
www.ffjk.space,AVAILABILITY,domains.list,31:36.0
www.firmware.center,AVAILABILITY,domains.list,31:37.2
www.fge9vbrzwt.bid,AVAILABILITY,domains.list,31:37.7
www.flightsy.bi,AVAILABILITY,domains.list,31:38.7
www.flightsy.bid,AVAILABILITY,domains.list,31:39.3
www.flightsy.date,AVAILABILITY,domains.list,31:39.9
www.flighty.win,AVAILABILITY,domains.list,31:40.5
www.flightzy.bi,AVAILABILITY,domains.list,31:43.3
www.fljgsht.ru,AVAILABILITY,domains.list,31:44.2
www.flnqmin.org,AVAILABILITY,domains.list,31:46.5
www.flowplayer.space,AVAILABILITY,domains.list,31:47.2
www.fortpush.com,AVAILABILITY,domains.list,31:48.0
www.fra-gra-c1-s1.inf.nimiq.network,AVAILABILITY,domains.list,31:48.5
www.fra-gra-c1-s2.inf.nimiq.network,AVAILABILITY,domains.list,31:48.9
www.fra-rbx-c1-s1.inf.nimiq.network,AVAILABILITY,domains.list,31:49.4
www.fra-rbx-c1-s2.inf.nimiq.network,AVAILABILITY,domains.list,31:49.9
www.fra-rbx-c2-s1.inf.nimiq.network,AVAILABILITY,domains.list,31:50.3
www.fra-rbx-c2-s2.inf.nimiq.network,AVAILABILITY,domains.list,31:50.8
www.freecontent.bi,AVAILABILITY,domains.list,31:52.1
www.freecontent.loan,AVAILABILITY,domains.list,31:52.7
www.freecontent.faith,AVAILABILITY,domains.list,31:53.3
www.freecontent.racing,AVAILABILITY,domains.list,31:53.9
www.flophous.cf,AVAILABILITY,domains.list,31:55.6
www.freecontent.review,AVAILABILITY,domains.list,31:56.2
www.freecontent.st,AVAILABILITY,domains.list,31:57.7
www.freshrefresher.com,AVAILABILITY,domains.list,31:58.4
www.freshrefreshnerer186.info,AVAILABILITY,domains.list,31:59.1
www.freshrefreshnerer186rb.info,AVAILABILITY,domains.list,31:59.7
www.fruitice.realnetwrk.com,AVAILABILITY,domains.list,32:00.3
www.ftzivuesohvebj.ru,AVAILABILITY,domains.list,32:01.4
www.gazanew.com,AVAILABILITY,domains.list,32:02.2
www.gbr-eri-c1-s1.inf.nimiq.network,AVAILABILITY,domains.list,32:02.7
www.gbr-eri-c1-s2.inf.nimiq.network,AVAILABILITY,domains.list,32:03.2
www.gbr-eri-c2-s1.inf.nimiq.network,AVAILABILITY,domains.list,32:03.7
www.gbr-eri-c2-s2.inf.nimiq.network,AVAILABILITY,domains.list,32:04.1
www.getsome.nimiq.com,AVAILABILITY,domains.list,32:04.7
www.gettate.date,AVAILABILITY,domains.list,32:05.3
www.gettate.faith,AVAILABILITY,domains.list,32:05.9
www.g-content.bi,AVAILABILITY,domains.list,32:06.4
www.gitgrub.pro,AVAILABILITY,domains.list,32:07.5
www.gnrdomimplementation.com,AVAILABILITY,domains.list,32:08.2
www.gobba.myeffect.net,AVAILABILITY,domains.list,32:08.8
www.goredirect.party,AVAILABILITY,domains.list,32:09.5
www.gettate.racing,AVAILABILITY,domains.list,32:10.0
www.gustaver.ddns.net,AVAILABILITY,domains.list,32:10.6
www.hallaert.online,AVAILABILITY,domains.list,32:11.4
www.hatcalter.com,AVAILABILITY,domains.list,32:12.1
www.hbeuwgqt.ru,AVAILABILITY,domains.list,32:12.9
www.hegrinhar.com,AVAILABILITY,domains.list,32:13.6
www.hlpidkr.ru,AVAILABILITY,domains.list,32:14.5
www.herphemiste.com,AVAILABILITY,domains.list,32:15.1
www.hodling.faith,AVAILABILITY,domains.list,32:15.8
www.hodlers.party,AVAILABILITY,domains.list,32:16.3
www.hodlers.pa,AVAILABILITY,domains.list,32:17.0
www.hostingcloud.accountant,AVAILABILITY,domains.list,32:17.6
www.hostingcloud.download,AVAILABILITY,domains.list,32:18.1
www.hostingcloud.do,AVAILABILITY,domains.list,32:19.1
www.hostingcloud.live,AVAILABILITY,domains.list,32:20.1
www.hrfziiddxa.ru,AVAILABILITY,domains.list,32:21.2
www.hub.nimiq.com,AVAILABILITY,domains.list,32:21.8
www.iaheyftbsn.re,AVAILABILITY,domains.list,32:22.6
www.iaheyftbsn.review,AVAILABILITY,domains.list,32:23.3
www.igdxzzeglrlqm.ru,AVAILABILITY,domains.list,32:24.4
www.ihdvilappuxpgiv.ru,AVAILABILITY,domains.list,32:27.0
www.hostingcloud.stream,AVAILABILITY,domains.list,32:27.5
